date,time,category,sub-category,article,branch,link
2014-11-14,19:15:21,politics,people,Arab Canadians,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=633844364&oldid=632439660
2014-11-14,20:32:59,politics,royalty,Вальдемар IV Аттердаг,Shared Services Canada,http://uk.wikipedia.org/w/index.php?diff=15138091&oldid=14991528
2014-11-14,20:50:27,science,medicine,Grippe,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=109127322&oldid=108438197&rcid=129621417
2014-11-14,21:16:11,place,ontario canada,Stittsville Ontario,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=633858857&oldid=626803259
2014-11-14,21:20:32,sports,tennis,2014 ATP World Tour Finals – Singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=633859439&oldid=633856779
2014-11-14,21:25:16,sports,tennis,2014 ATP World Tour Finals – Singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=633860050&oldid=633859439
2014-11-14,21:50:43,sports,tennis,2014 ATP World Tour Finals – Singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=633863638&oldid=633860440
2014-11-14,21:56:51,sports,tennis,2014 ATP World Tour Finals – Singles,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=633864425&oldid=633863638
2014-11-17,08:09:09,police,police,List of law enforcement agencies in Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634196153&oldid=633617279
2014-11-17,08:12:39,police,police,List of law enforcement agencies in Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634196385&oldid=634196153
2014-11-17,11:57:11,media,media,Old Man Winter,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634211184&oldid=633801123
2014-11-17,14:03:07,sports,hockey,David Krejčí,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634222137&oldid=634113690
2014-11-17,16:25:30,media,language,Lexicon,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634237846&oldid=633950182
2014-11-17,17:18:47,politics,politician,Gord Brown,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634244596&oldid=621730780
2014-11-17,17:20:21,politics,politician,Gord Brown,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634244805&oldid=634244596
2014-11-17,17:20:57,politics,politician,Gord Brown,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634244889&oldid=634244805
2014-11-17,19:21:10,sports,football,John Sullivan (Canadian football),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634260240&oldid=627629809
2014-11-17,21:39:25,military,military unit,3rd Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634280698&oldid=632702163
2014-11-18,13:03:49,sports,tennis,ATP World Tour records,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634370766&oldid=634355837
2014-11-18,13:07:11,sports,tennis,ATP World Tour records,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634371112&oldid=634370766
2014-11-18,15:26:59,military,military unit,3rd Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634386714&oldid=634344010
2014-11-18,17:39:55,military,military equipment,Centurion (char),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=109232357&oldid=108126853&rcid=129839256
2014-11-18,17:49:34,sports,wrestling,Charlotte (wrestler),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634404283&oldid=634077190
2014-11-18,18:46:44,sports,soccer,Torcida Split,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634411662&oldid=624440242
2014-11-18,18:46:53,file,file,File:Richacha on drums.jpg,Shared Services Canada,http://commons.wikimedia.org/w/index.php?diff=139877132&oldid=137974407&rcid=141558358
2014-11-18,19:26:14,science,theory,Air pollution,Environment Canada,http://en.wikipedia.org/w/index.php?diff=634417061&oldid=634401335
2014-11-18,19:54:00,military,soldier,Thomas J. Lawson,Department of Justice Canada,http://en.wikipedia.org/w/index.php?diff=634420901&oldid=629208960
2014-11-18,19:55:33,military,soldier,Thomas J. Lawson,Department of Justice Canada,http://en.wikipedia.org/w/index.php?diff=634421080&oldid=634420901
2014-11-18,20:56:40,science,scientist,Milton Friedman,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634429165&oldid=634383546
2014-11-19,15:32:44,military,military unit,Cadet Instructors Cadre,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634549571&oldid=632536263
2014-11-19,15:33:50,military,military unit,Cadet Instructors Cadre,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634549759&oldid=634549571
2014-11-19,17:24:09,science,theory,Salmonella bongori,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634564141&oldid=621913691
2014-11-19,20:01:38,template,template,Template:Winnipeg Jets roster,Environment Canada,http://en.wikipedia.org/w/index.php?diff=634585365&oldid=630324537
2014-11-20,16:38:13,military,military place,Defence Research and Development Ca,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634708976&oldid=633806441
2014-11-20,17:10:23,media,singer,David Ruffin,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=634712692&oldid=634635277
2014-11-20,17:34:31,talk,talk,Talk:Same-sex marriage in the United States,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634715491&oldid=634714603
2014-11-20,17:37:11,talk,talk,Talk:Same-sex marriage in the United States,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634715806&oldid=634715491
2014-11-20,18:21:30,talk,talk,Talk:Terephthalic acid,Environment Canada,http://en.wikipedia.org/w/index.php?diff=634720857&oldid=611292270
2014-11-20,19:00:51,aboriginal,aboriginal people,Métis people (Canada),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634725387&oldid=634585600
2014-11-20,21:26:54,talk,talk,Talk:Same-sex marriage in the United States,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634744319&oldid=634730566
2014-11-20,21:43:55,media,television,Seconds From Disaster,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634746375&oldid=632471029
2014-11-21,15:46:43,military,military unit,Grace Dieu (ship),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634843158&oldid=605483923
2014-11-21,15:54:10,military,military unit,Grace Dieu (ship),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634844045&oldid=634843158
2014-11-21,15:57:27,military,military unit,Grace Dieu (ship),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=634844452&oldid=634844045
2014-11-21,16:51:26,science,theory,Polemonium vanbruntiae,Environment Canada,http://en.wikipedia.org/w/index.php?diff=634850893&oldid=566179325
2014-11-21,17:02:03,media,music,Paul Jeffrey,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634852006&oldid=604952399
2014-11-21,17:02:43,media,music,Paul Jeffrey,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634852066&oldid=634852006
2014-11-21,17:22:33,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=634854249&oldid=634758060
2014-11-21,18:03:48,media,music,K-pop Star 3,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634859197&oldid=634720735
2014-11-21,20:05:51,media,film,Plan 9 from Outer Space,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634873719&oldid=634563274
2014-11-21,20:06:28,media,film,Plan 9 from Outer Space,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634873796&oldid=634873719
2014-11-21,20:07:39,media,film,Plan 9 from Outer Space,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634873941&oldid=634873796
2014-11-21,20:08:46,media,film,Plan 9 from Outer Space,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634874074&oldid=634873941
2014-11-21,20:11:11,military,soldier,Harry W. Brown,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634874426&oldid=556526875
2014-11-21,20:11:31,military,soldier,Harry W. Brown,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634874481&oldid=634874426
2014-11-21,20:29:48,military,military unit,Royal Winnipeg Rifles,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=634876663&oldid=633184615
2014-11-21,20:31:12,politics,organisation,Forum for International Trade Training,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=634876807&oldid=585853570
2014-11-22,06:41:46,sports,hockey,2014–15 Edmonton Oilers season,Environment Canada,http://en.wikipedia.org/w/index.php?diff=634930815&oldid=634930040
2014-11-24,12:47:50,sports,tennis,ATP World Tour records,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635231408&oldid=635230648
2014-11-24,16:11:04,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=635253231&oldid=635239680
2014-11-24,16:27:43,media,music,Richacha Balengola,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635255476&oldid=635099635
2014-11-24,17:55:33,media,games,List of strong chess tournaments,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635265720&oldid=631180011
2014-11-24,18:34:10,science,science object,Cinnabar,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635270286&oldid=625957822
2014-11-24,19:42:43,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=635278839&oldid=635253231
2014-11-24,20:18:48,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=635283463&oldid=635278839
2014-11-24,22:28:42,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=635300479&oldid=635292479
2014-11-24,22:40:23,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=635301894&oldid=635300479
2014-11-25,09:08:50,art,political history,History of Crimea,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635358077&oldid=634732779
2014-11-25,13:13:51,place,new brunswick canada,Westmorland County New Brunswick,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635376208&oldid=615991561
2014-11-25,13:15:26,place,new brunswick canada,Westmorland County New Brunswick,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635376369&oldid=635376208
2014-11-25,13:57:43,media,music,Richacha Balengola,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635380114&oldid=635269464
2014-11-25,13:59:34,media,music,Richacha Balengola,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635380277&oldid=635380114
2014-11-25,14:02:18,place,quebec canada,Place du Portage,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635380521&oldid=624158503
2014-11-25,14:35:10,place,europe,Війна на сході України,Shared Services Canada,http://uk.wikipedia.org/w/index.php?diff=15186853&oldid=15186464
2014-11-25,14:39:00,education,university,University of Ottawa Faculty of Law,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635383718&oldid=632844685
2014-11-25,14:39:29,special,special,Special:Log/eparticle,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635383760&oldid=635383718
2014-11-25,17:12:14,military,military unit,Royal Canadian Air Cadets,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635400791&oldid=635279968
2014-11-25,20:58:57,politics,politician,Alex Cullen,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=635425957&oldid=631814227
2014-11-26,14:02:46,politics,politics event,Comprehensive Economic and Trade Agreement,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635512480&oldid=632935403
2014-11-26,14:14:19,military,military unit,5th Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635513448&oldid=635199375
2014-11-26,14:14:43,military,military unit,5th Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635513482&oldid=635513448
2014-11-26,14:15:03,military,military unit,5th Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635513503&oldid=635513482
2014-11-26,17:49:25,place,ontario canada,Cayuga Ontario,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635536180&oldid=628704756
2014-11-26,18:47:33,place,quebec canada,Senneville Quebec,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=635543079&oldid=614889497
2014-11-27,19:42:24,place,ontario canada,Fitzroy Harbour Ontario,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635681243&oldid=586564396
2014-11-27,20:33:53,sports,hockey,Abbotsford Centre,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635686357&oldid=621175020
2014-11-27,20:55:55,media,game,Assassin's Creed Rogue,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635688536&oldid=635671626
2014-11-28,12:49:35,template,template,Template:Action Bronson,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635766191&oldid=629810315
2014-11-28,14:12:29,military,military unit,The Princess Louise Fusiliers,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635771611&oldid=635281654
2014-11-28,14:13:41,media,music,Uriah Heep discography,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635771686&oldid=635561295
2014-11-28,14:55:45,product,clothing,Manteau neigeux,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109511371&oldid=109481560&rcid=130430565
2014-11-28,14:56:52,product,clothing,Manteau nival,Environment Canada,http://fr.wikipedia.org/w/index.php?oldid=109511395&rcid=130430654
2014-11-28,15:03:36,product,clothing,Enneigement,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109511573&oldid=24675221&rcid=130431179
2014-11-28,15:04:40,product,clothing,Couverture de neige,Environment Canada,http://fr.wikipedia.org/w/index.php?oldid=109511602&rcid=130431262
2014-11-28,15:57:37,media,music,Gracias Por La Música (album),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635780174&oldid=633042728
2014-11-28,15:57:38,media,music,Gracias Por La Música (album),Government of Canada,http://en.wikipedia.org/w/index.php?diff=635780174&oldid=633042728
2014-11-28,17:46:19,technology,naval,Sailing ballast,Department of Fisheries and Oceans,http://en.wikipedia.org/w/index.php?diff=635791102&oldid=634437975
2014-11-28,17:46:19,technology,naval,Sailing ballast,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635791102&oldid=634437975
2014-11-28,19:49:16,product,clothing,Manteau neigeux,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109517954&oldid=109511371&rcid=130447761
2014-11-28,21:19:32,company,media company,Sun News Network,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=635815037&oldid=635586378
2014-11-28,22:32:51,product,clothing,Manteau neigeux,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109522064&oldid=109517954&rcid=130454778
2014-11-28,22:34:18,product,clothing,Manteau neigeux,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109522106&oldid=109522064&rcid=130454840
2014-11-29,00:45:15,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635837687&oldid=607429895
2014-11-29,01:07:05,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635840196&oldid=635837687
2014-11-29,01:11:43,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635840681&oldid=635840196
2014-11-29,01:14:13,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635840964&oldid=635840681
2014-11-29,01:27:57,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635842453&oldid=635840964
2014-11-29,01:30:52,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635842756&oldid=635842453
2014-11-29,01:32:44,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635842951&oldid=635842756
2014-11-29,01:35:18,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635843186&oldid=635842951
2014-11-29,01:43:57,art,geographic history,History of Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635844022&oldid=635843186
2014-11-29,02:04:05,place,nova scotia canada,Dartmouth Nova Scotia,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=635846044&oldid=635447332
2014-11-30,09:31:43,sports,jet ski,Jet Ski,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109553997&oldid=29333125&rcid=130516054
2014-11-30,09:32:15,technology,naval,Skat (yacht),Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109554005&oldid=103219131&rcid=130516067
2014-11-30,09:32:58,sports,athletics,Sport au Liban,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109554015&oldid=109541178&rcid=130516087
2014-11-30,09:33:41,sports,jet ski,Motomarine,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109554035&oldid=109549607&rcid=130516116
2014-11-30,09:35:00,sports,jet ski,Motomarine,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109554052&oldid=109554035&rcid=130516146
2014-11-30,09:37:12,science,science object,Q5175704,Environment Canada,http://www.wikidata.org/w/index.php?diff=178066140&oldid=132828493&rcid=178529807
2014-12-01,08:22:41,sports,jet ski,Motomarine,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580064&oldid=109567522&rcid=130562068
2014-12-01,08:32:21,automobiles,motorcycle,Kawasaki Heavy Industries,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580202&oldid=109565916&rcid=130562342
2014-12-01,08:32:43,category,category,Catégorie:Kawasaki Heavy Industries,Environment Canada,http://fr.wikipedia.org/w/index.php?oldid=109580215&rcid=130562359
2014-12-01,08:33:29,sports,jet ski,Jet Ski,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580227&oldid=109566134&rcid=130562372
2014-12-01,08:45:11,category,category,Catégorie:Kawasaki Heavy Industries,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580428&oldid=109580215&rcid=130562663
2014-12-01,08:46:35,sports,jet ski,Jet Ski,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580455&oldid=109580227&rcid=130562697
2014-12-01,08:48:09,category,category,Catégorie:Motocyclette Kawasaki,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=109580487&oldid=109565772&rcid=130562741
2014-12-01,17:20:28,media,music,Elegantly Wasted (song),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=636193082&oldid=625338082
2014-12-01,17:20:30,media,music,Elegantly Wasted (song),Finance Canada,http://en.wikipedia.org/w/index.php?diff=636193082&oldid=625338082
2014-12-01,19:55:45,technology,naval,Forecastle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636213040&oldid=632120064
2014-12-01,19:56:44,technology,naval,Forecastle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636213154&oldid=636213040
2014-12-01,21:23:14,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636223458&oldid=635835071
2014-12-01,22:52:01,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636233470&oldid=636223458
2014-12-02,15:31:11,talk,talk,Talk:Iron Mountain Incorporated,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=636325088&oldid=495544938
2014-12-02,16:22:17,science,scientist,Pierre-Simon Laplace,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636331467&oldid=636036833
2014-12-02,16:29:09,people,canadian people,List of people from Dieppe New Brunswick,Industry Canada,http://en.wikipedia.org/w/index.php?diff=636332311&oldid=636331968
2014-12-02,17:23:05,place,ontario canada,North Preston,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636339207&oldid=630654717
2014-12-02,17:57:12,place,america,Grand Haven Michigan,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=636343213&oldid=625232231
2014-12-02,21:18:10,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636369791&oldid=636353416
2014-12-02,21:48:42,place,ontario canada,Bytown and Prescott Railway,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636374118&oldid=635037769
2014-12-03,14:21:50,military,military place,Land Force Central Area Training Ce,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636461558&oldid=634298581
2014-12-03,14:22:34,military,military place,Land Force Central Area Training Ce,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636461647&oldid=636461558
2014-12-03,14:23:27,military,military place,Land Force Central Area Training Ce,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636461746&oldid=636461647
2014-12-03,16:13:49,sports,racing,2015 Pro Mazda Championship season,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636474556&oldid=636350442
2014-12-03,16:22:05,sports,racing,2015 Pro Mazda Championship season,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636475524&oldid=636474556
2014-12-03,23:26:25,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=636529312&oldid=636369791
2014-12-04,13:50:11,science,theory,Homeopathic dilutions,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=636604952&oldid=635647551
2014-12-04,15:02:55,science,science object,Dmanisi skull,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636612869&oldid=636257422
2014-12-04,15:04:53,science,science object,Dmanisi skull,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636613107&oldid=636612869
2014-12-04,18:24:50,sports,soccer,The Voyageurs,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636639843&oldid=636117084
2014-12-04,18:43:06,police,police,Special Investigations Unit,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=636642193&oldid=633580428
2014-12-04,22:17:45,education,education event,Academy of the Impossible,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=636671006&oldid=636477658
2014-12-05,13:15:17,arts,architecture,Châteauesque,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=636751183&oldid=605024376
2014-12-05,15:24:12,company,company,Small and medium-sized enterprises,Industry Canada,http://en.wikipedia.org/w/index.php?diff=636764622&oldid=632731118
2014-12-07,15:30:49,media,television,Wok with Yan,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637029966&oldid=598925766
2014-12-07,16:54:20,media,event,National Pearl Harbor Remembrance Day,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637040291&oldid=633646897
2014-12-08,00:09:40,sports,hockey,National Hockey League,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637092646&oldid=637090125
2014-12-08,14:22:18,media,musician,Kiesza,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637169365&oldid=637056855
2014-12-08,14:59:42,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637173593&oldid=633527189
2014-12-08,15:00:25,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637173679&oldid=637173593
2014-12-08,15:02:32,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637173938&oldid=637173679
2014-12-08,15:33:15,media,author,Robin S. Sharma,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=78621229&oldid=72868395
2014-12-08,15:34:08,media,author,Robin S. Sharma,Shared Services Canada,http://es.wikipedia.org/w/index.php?diff=78621255&oldid=78621229
2014-12-08,15:37:39,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637178658&oldid=637173938
2014-12-08,15:42:38,education,university,Norman Paterson School of International Affairs,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637179359&oldid=637178658
2014-12-08,15:45:00,politics,politician,Jim Judd,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637179699&oldid=615326082
2014-12-08,16:02:55,politics,law,Human rights in Singapore,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637182138&oldid=633228314
2014-12-08,18:32:17,place,ontario canada,Ottawa,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=637202763&oldid=637104759
2014-12-08,18:58:28,place,ontario canada,Ontario Highway 403,Environment Canada,http://en.wikipedia.org/w/index.php?diff=637205916&oldid=633628070
2014-12-08,19:09:25,company,media company,Cube Entertainment,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637207382&oldid=637164276
2014-12-08,22:38:36,technology,computer,IBM Hardware Management Console,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637235361&oldid=618782494
2014-12-08,23:02:05,user,user,User talk:Meters,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=637238218&oldid=637118983
2014-12-08,23:05:09,user,user,User talk:Meters,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=637238669&oldid=637238218
2014-12-09,14:20:57,media,actor,Joel de la Fuente,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637322501&oldid=629681073
2014-12-09,19:29:57,science,scientist,Afzal Upal,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637361816&oldid=635085148
2014-12-09,19:35:02,science,scientist,Afzal Upal,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637362541&oldid=637361816
2014-12-09,19:36:05,science,scientist,Afzal Upal,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637362711&oldid=637362541
2014-12-09,19:37:04,science,scientist,Afzal Upal,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637362835&oldid=637362711
2014-12-09,19:42:20,science,theory,The Minimal Counterintuitiveness Ef,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637363553&oldid=619133275
2014-12-09,19:43:09,science,theory,The Minimal Counterintuitiveness Ef,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637363673&oldid=637363553
2014-12-09,19:49:23,media,television,Richard Zussman,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=637364545&oldid=622451461
2014-12-09,19:55:33,science,theory,Context-based model of minimal coun,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637365434&oldid=630367281
2014-12-09,19:57:15,science,theory,Context-based model of minimal coun,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637365683&oldid=637365434
2014-12-09,19:58:49,science,theory,Context-based model of minimal coun,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637365949&oldid=637365683
2014-12-09,21:36:41,disambiguation,disambiguation,William Reid,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637379265&oldid=557997611
2014-12-09,21:38:46,disambiguation,disambiguation,William Reid,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637379551&oldid=637379265
2014-12-10,13:58:03,science,technology,NIST RBAC model,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637473991&oldid=626495227
2014-12-10,16:22:59,media,art,Feminist art movement,Canadian Museum of Civilization,http://en.wikipedia.org/w/index.php?diff=637488838&oldid=635285321
2014-12-10,16:59:12,technology,law,ISO 8601,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637492775&oldid=637135245
2014-12-10,16:59:41,technology,law,ISO 8601,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=637492845&oldid=637492775
2014-12-10,17:26:35,military,military unit,3rd Canadian Division,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=637496157&oldid=636905544
