Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
26/11/2014,26/11/2014,Senneville Quebec,,place,quebec canada,Canadian Broadcasting Corporation,
27/11/2014,27/11/2014,Fitzroy Harbour Ontario,,place,ontario canada,Shared Services Canada,
27/11/2014,27/11/2014,Abbotsford Centre,,sports,hockey,Shared Services Canada,
27/11/2014,27/11/2014,Assassin's Creed Rogue,,media,game,Canadian Department of National Defence,
28/11/2014,28/11/2014,Template:Action Bronson,,template,template,Shared Services Canada,
28/11/2014,28/11/2014,The Princess Louise Fusiliers,,military,military unit,Canadian Department of National Defence,
28/11/2014,28/11/2014,Uriah Heep discography,,media,music,Shared Services Canada,
28/11/2014,28/11/2014,Manteau neigeux,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Manteau nival,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Enneigement,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Couverture de neige,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Gracias Por La Música (album),,media,music,Shared Services Canada,
28/11/2014,28/11/2014,Gracias Por La Música (album),,media,music,Government of Canada,
28/11/2014,28/11/2014,Sailing ballast,,technology,naval,Department of Fisheries and Oceans,
28/11/2014,28/11/2014,Sailing ballast,,technology,naval,Shared Services Canada,
28/11/2014,28/11/2014,Manteau neigeux,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Sun News Network,,company,media company,Shared Services Canada,
28/11/2014,28/11/2014,Manteau neigeux,,product,clothing,Environment Canada,
28/11/2014,28/11/2014,Manteau neigeux,,product,clothing,Environment Canada,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,History of Dartmouth Nova Scotia,,art,geographic history,Canadian Department of National Defence,
29/11/2014,29/11/2014,Dartmouth Nova Scotia,,place,nova scotia canada,Canadian Department of National Defence,
30/11/2014,30/11/2014,Jet Ski,,sports,jet ski,Environment Canada,
30/11/2014,30/11/2014,Skat (yacht),,technology,naval,Environment Canada,
30/11/2014,30/11/2014,Sport au Liban,,sports,athletics,Environment Canada,
30/11/2014,30/11/2014,Motomarine,,sports,jet ski,Environment Canada,
30/11/2014,30/11/2014,Motomarine,,sports,jet ski,Environment Canada,
30/11/2014,30/11/2014,Q5175704,,science,science object,Environment Canada,
01/12/2014,01/12/2014,Motomarine,,sports,jet ski,Environment Canada,
01/12/2014,01/12/2014,Kawasaki Heavy Industries,,automobiles,motorcycle,Environment Canada,
01/12/2014,01/12/2014,Catégorie:Kawasaki Heavy Industries,,category,category,Environment Canada,
01/12/2014,01/12/2014,Jet Ski,,sports,jet ski,Environment Canada,
01/12/2014,01/12/2014,Catégorie:Kawasaki Heavy Industries,,category,category,Environment Canada,
01/12/2014,01/12/2014,Jet Ski,,sports,jet ski,Environment Canada,
01/12/2014,01/12/2014,Catégorie:Motocyclette Kawasaki,,category,category,Environment Canada,
01/12/2014,01/12/2014,Elegantly Wasted (song),,media,music,Shared Services Canada,
01/12/2014,01/12/2014,Elegantly Wasted (song),,media,music,Finance Canada,
01/12/2014,01/12/2014,Forecastle,,technology,naval,Canadian Department of National Defence,
01/12/2014,01/12/2014,Forecastle,,technology,naval,Canadian Department of National Defence,
01/12/2014,01/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
01/12/2014,01/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
02/12/2014,02/12/2014,Talk:Iron Mountain Incorporated,,talk,talk,Shared Services Canada,
02/12/2014,02/12/2014,Pierre-Simon Laplace,,science,scientist,Canadian Department of National Defence,
02/12/2014,02/12/2014,List of people from Dieppe New Brunswick,,people,canadian people,Industry Canada,
02/12/2014,02/12/2014,North Preston,,place,ontario canada,Canadian Department of National Defence,
02/12/2014,02/12/2014,Grand Haven Michigan,,place,america,Shared Services Canada,
02/12/2014,02/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
02/12/2014,02/12/2014,Bytown and Prescott Railway,,place,ontario canada,Natural Resources Canada,
03/12/2014,03/12/2014,Land Force Central Area Training Ce,,military,military place,Canadian Department of National Defence,
03/12/2014,03/12/2014,Land Force Central Area Training Ce,,military,military place,Canadian Department of National Defence,
03/12/2014,03/12/2014,Land Force Central Area Training Ce,,military,military place,Canadian Department of National Defence,
03/12/2014,03/12/2014,2015 Pro Mazda Championship season,,sports,racing,Natural Resources Canada,
03/12/2014,03/12/2014,2015 Pro Mazda Championship season,,sports,racing,Natural Resources Canada,
03/12/2014,03/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
04/12/2014,04/12/2014,Homeopathic dilutions,,science,theory,Shared Services Canada,
04/12/2014,04/12/2014,Dmanisi skull,,science,science object,Canadian Department of National Defence,
04/12/2014,04/12/2014,Dmanisi skull,,science,science object,Canadian Department of National Defence,
04/12/2014,04/12/2014,The Voyageurs,,sports,soccer,Canadian Department of National Defence,
04/12/2014,04/12/2014,Special Investigations Unit,,police,police,Shared Services Canada,
04/12/2014,04/12/2014,Academy of the Impossible,,education,education event,Canadian Broadcasting Corporation,
05/12/2014,05/12/2014,Châteauesque,,arts,architecture,Canadian Department of National Defence,
05/12/2014,05/12/2014,Small and medium-sized enterprises,,company,company,Industry Canada,
07/12/2014,07/12/2014,Wok with Yan,,media,television,Shared Services Canada,
07/12/2014,07/12/2014,National Pearl Harbor Remembrance Day,,media,event,Shared Services Canada,
08/12/2014,08/12/2014,National Hockey League,,sports,hockey,Shared Services Canada,
08/12/2014,08/12/2014,Kiesza,,media,musician,Canadian Department of National Defence,
08/12/2014,08/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
08/12/2014,08/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
08/12/2014,08/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
08/12/2014,08/12/2014,Robin S. Sharma,,media,author,Shared Services Canada,
08/12/2014,08/12/2014,Robin S. Sharma,,media,author,Shared Services Canada,
08/12/2014,08/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
08/12/2014,08/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
08/12/2014,08/12/2014,Jim Judd,,politics,politician,Shared Services Canada,
08/12/2014,08/12/2014,Human rights in Singapore,,politics,law,Shared Services Canada,
08/12/2014,08/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
08/12/2014,08/12/2014,Ontario Highway 403,,place,ontario canada,Environment Canada,
08/12/2014,08/12/2014,Cube Entertainment,,company,media company,Shared Services Canada,
08/12/2014,08/12/2014,IBM Hardware Management Console,,technology,computer,Shared Services Canada,
08/12/2014,08/12/2014,User talk:Meters,,user,user,Natural Resources Canada,
08/12/2014,08/12/2014,User talk:Meters,,user,user,Natural Resources Canada,
09/12/2014,09/12/2014,Joel de la Fuente,,media,actor,Canadian Department of National Defence,
09/12/2014,09/12/2014,Afzal Upal,,science,scientist,Canadian Department of National Defence,
09/12/2014,09/12/2014,Afzal Upal,,science,scientist,Canadian Department of National Defence,
09/12/2014,09/12/2014,Afzal Upal,,science,scientist,Canadian Department of National Defence,
09/12/2014,09/12/2014,Afzal Upal,,science,scientist,Canadian Department of National Defence,
09/12/2014,09/12/2014,The Minimal Counterintuitiveness Ef,,science,theory,Canadian Department of National Defence,
09/12/2014,09/12/2014,The Minimal Counterintuitiveness Ef,,science,theory,Canadian Department of National Defence,
09/12/2014,09/12/2014,Richard Zussman,,media,television,Canadian Broadcasting Corporation,
09/12/2014,09/12/2014,Context-based model of minimal coun,,science,theory,Canadian Department of National Defence,
09/12/2014,09/12/2014,Context-based model of minimal coun,,science,theory,Canadian Department of National Defence,
09/12/2014,09/12/2014,Context-based model of minimal coun,,science,theory,Canadian Department of National Defence,
09/12/2014,09/12/2014,William Reid,,disambiguation,disambiguation,Shared Services Canada,
09/12/2014,09/12/2014,William Reid,,disambiguation,disambiguation,Shared Services Canada,
10/12/2014,10/12/2014,NIST RBAC model,,science,technology,Shared Services Canada,
10/12/2014,10/12/2014,Feminist art movement,,media,art,Canadian Museum of Civilization,
10/12/2014,10/12/2014,ISO 8601,,technology,law,Shared Services Canada,
10/12/2014,10/12/2014,ISO 8601,,technology,law,Shared Services Canada,
10/12/2014,10/12/2014,3rd Canadian Division,,military,military unit,Canadian Department of National Defence,
10/12/2014,10/12/2014,Dominic LeBlanc,,politics,politician,Canadian House of Commons,
10/12/2014,10/12/2014,Chief warrant officer,,military,military rank,Canadian Department of National Defence,
10/12/2014,10/12/2014,Chief warrant officer,,military,military rank,Canadian Department of National Defence,
10/12/2014,10/12/2014,Master warrant officer,,military,military rank,Canadian Department of National Defence,
10/12/2014,10/12/2014,Master warrant officer,,military,military rank,Canadian Department of National Defence,
10/12/2014,10/12/2014,The North Nova Scotia Highlanders,,military,military unit,Canadian Department of National Defence,
10/12/2014,10/12/2014,The North Nova Scotia Highlanders,,military,military unit,Canadian Department of National Defence,
10/12/2014,10/12/2014,Algue,,science,theory,Department of Fisheries and Oceans,
10/12/2014,10/12/2014,Algue,,science,theory,Shared Services Canada,
11/12/2014,11/12/2014,The Sketchersons,,media,comedy,Canadian Broadcasting Corporation,
11/12/2014,11/12/2014,2015 Pro Mazda Championship season,,sports,racing,Natural Resources Canada,
11/12/2014,11/12/2014,V.O.S (band),,media,music,Department of Justice Canada,
11/12/2014,11/12/2014,Canadian Parliamentary Cats,,politics,poltical event,Canadian House of Commons,
11/12/2014,11/12/2014,Canadian Parliamentary Cats,,politics,political event,Canadian House of Commons,
11/12/2014,11/12/2014,Wilgeforte,,religion,religious person,Shared Services Canada,
11/12/2014,11/12/2014,A. Lorne Campbell,,military,soldier,Shared Services Canada,
12/12/2014,12/12/2014,Cetshwayo kaMpande,,politics,politician,Shared Services Canada,
12/12/2014,12/12/2014,Exodus: Gods and Kings,,media,game,Canadian Department of National Defence,
12/12/2014,12/12/2014,United States Holocaust Memorial Mu,,military,military event,Canadian Department of National Defence,
12/12/2014,12/12/2014,United States Holocaust Memorial Mu,,military,military event,Canadian Department of National Defence,
13/12/2014,13/12/2014,Stanley Cup playoffs,,sports,hockey,Finance Canada,
13/12/2014,13/12/2014,Stanley Cup playoffs,,sports,hockey,Shared Services Canada,
13/12/2014,13/12/2014,Petroleum industry in Russia,,politics,politics event,Shared Services Canada,
13/12/2014,13/12/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
15/12/2014,15/12/2014,Hypercapnia,,science,theory,Canadian Department of National Defence,
15/12/2014,15/12/2014,Talk:Eye movement desensitization a,,talk,talk,Canadian Department of National Defence,
15/12/2014,15/12/2014,Avicopter AC313,,aviation,helicopter,Canadian Department of National Defence,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Moon landing,,science,space,Shared Services Canada,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Chengdu J-10,,military,military equipment,Canadian Department of National Defence,
15/12/2014,15/12/2014,Star Citizen,,media,game,Shared Services Canada,
15/12/2014,15/12/2014,Ottawa,,place,ontario canada,Natural Resources Canada,
15/12/2014,15/12/2014,Forces et Démocratie,,politics,political party,Canadian House of Commons,
15/12/2014,15/12/2014,Guangzhou University,,education,university,Shared Services Canada,
15/12/2014,15/12/2014,Guangzhou University,,education,university,Shared Services Canada,
15/12/2014,15/12/2014,Antenne radioélectrique,,media,radio,Environment Canada,
15/12/2014,15/12/2014,Antenne radioélectrique,,media,radio,Environment Canada,
15/12/2014,15/12/2014,Moldova State University,,education,university,Shared Services Canada,
15/12/2014,15/12/2014,Moldova State University,,education,university,Shared Services Canada,
15/12/2014,15/12/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
16/12/2014,16/12/2014,Sodom and Gomorrah,,religion,religious person,Library and Archives Canada,
16/12/2014,16/12/2014,Category:Iridescent clouds,,category,category,Environment Canada,
16/12/2014,16/12/2014,Charlevoix Railway,,place,quebec canada,Department of Fisheries and Oceans,
16/12/2014,16/12/2014,Charlevoix Railway,,place,quebec canada,Shared Services Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of breweries in Quebec,,alcohol,beer,Statistics Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,Ottawa Macdonald–Cartier International Airport,,aviation,airport,Canadian House of Commons,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,Gorski kotar,,place,geographic term,Shared Services Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,List of Web archiving initiatives,,technology,internet,Library and Archives Canada,
16/12/2014,16/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
16/12/2014,16/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
16/12/2014,16/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
16/12/2014,16/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
16/12/2014,16/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
16/12/2014,16/12/2014,Gene Kelly,,media,film,Government of Canada,
16/12/2014,16/12/2014,Gene Kelly,,media,film,Shared Services Canada,
16/12/2014,16/12/2014,Tehrik-i-Taliban Pakistan,,place,middle east,Canadian Department of National Defence,
16/12/2014,16/12/2014,Canada House,,place,ontario canada,Shared Services Canada,
16/12/2014,16/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Shared Services Canada,
16/12/2014,16/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Government of Canada,
16/12/2014,16/12/2014,File:Hi-in sky.JPG,,file,file,Environment Canada,
16/12/2014,16/12/2014,Category:Fallstreak holes,,category,category,Environment Canada,
16/12/2014,16/12/2014,File:Fallstreak hole over Moscow 04.ogg,,file,file,Environment Canada,
16/12/2014,16/12/2014,File:Fallstreak hole over Moscow 04.ogg,,file,file,Environment Canada,
16/12/2014,16/12/2014,Waterloo Ontario,,place,ontario canada,Environment Canada,
16/12/2014,16/12/2014,Honey Nut Cheerios,,product,food,Canadian House of Commons,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Bennett  British Columbia,,place,british colombia canada,Shared Services Canada,
17/12/2014,17/12/2014,Saint Boniface—Saint Vital,,place,manitoba canada,Canadian House of Commons,
17/12/2014,17/12/2014,Pierre Trudeau,,politics,politician,Shared Services Canada,
17/12/2014,17/12/2014,Gérard Asselin,,politics,politician,Canadian House of Commons,
17/12/2014,17/12/2014,File:Gone Driveabout 1 Incipient cloud street Indian O,,file,file,Environment Canada,
17/12/2014,17/12/2014,Coeur du courant-jet,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Jet streak,,science,air,Environment Canada,
17/12/2014,17/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Government of Canada,
17/12/2014,17/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Shared Services Canada,
17/12/2014,17/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Government of Canada,
17/12/2014,17/12/2014,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,,media,television,Shared Services Canada,
17/12/2014,17/12/2014,Queen's Regulations and Orders for ,,military,military event,Canadian Department of National Defence,
17/12/2014,17/12/2014,Art Eggleton,,politics,poltician,Canadian House of Commons,
17/12/2014,17/12/2014,Trauma center,,science,science place,Canadian Department of National Defence,
17/12/2014,17/12/2014,Instability,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité électrothermique,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Digitation visqueuse,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Faraday,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Kelvin-Helmholtz,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Plateau-Rayleigh,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Rayleigh-Taylor,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Richtmyer-Meshkov,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité de Taylor-Couette,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité gravitaire,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité gravitationnelle,,science,theory,Environment Canada,
17/12/2014,17/12/2014,Instabilité géométrique,,science,theory,Environment Canada,
18/12/2014,18/12/2014,Walk off the Earth,,media,music,Canadian Broadcasting Corporation,
18/12/2014,18/12/2014,Redan (disambiguation),,disambiguation,disambiguation,Canadian Department of National Defence,
18/12/2014,18/12/2014,Norman Paterson School of International Affairs,,education,university,Shared Services Canada,
18/12/2014,18/12/2014,Potluck,,media,event,Canadian Department of National Defence,
18/12/2014,18/12/2014,Potluck,,media,event,Canadian Department of National Defence,
18/12/2014,18/12/2014,Potluck,,media,event,Canadian Department of National Defence,
19/12/2014,19/12/2014,The Small One,,media,film,Government of Canada,
19/12/2014,19/12/2014,The Small One,,media,film,Shared Services Canada,
19/12/2014,19/12/2014,The Small One,,media,film,Government of Canada,
19/12/2014,19/12/2014,The Small One,,media,film,Shared Services Canada,
19/12/2014,19/12/2014,The Small One,,media,film,Government of Canada,
19/12/2014,19/12/2014,The Small One,,media,film,Shared Services Canada,
19/12/2014,19/12/2014,P'ent'ay,,language,language,Shared Services Canada,
19/12/2014,19/12/2014,Griffintown,,place,quebec canada,Shared Services Canada,
19/12/2014,19/12/2014,Griffintown,,place,quebec canada,Shared Services Canada,
19/12/2014,19/12/2014,Griffintown,,place,quebec canada,Shared Services Canada,
19/12/2014,19/12/2014,Itzchak Tarkay,,media,painting,Industry Canada,
20/12/2014,20/12/2014,Robert Simpson (météorologue),,science,scientist,Environment Canada,
20/12/2014,20/12/2014,Robert Simpson,,science,scientist,Environment Canada,
20/12/2014,20/12/2014,Robert Simpson,,science,scientist,Environment Canada,
20/12/2014,20/12/2014,Q6712086,,science,science object,Environment Canada,
21/12/2014,21/12/2014,Pox party,,science,science event,Shared Services Canada,
21/12/2014,21/12/2014,Pox party,,science,science event,Shared Services Canada,
21/12/2014,21/12/2014,Pox party,,science,science event,Shared Services Canada,
21/12/2014,21/12/2014,File:Gdansk chmura 1.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nuages 7.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Jar Raduni 6.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nebe.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nuages 1.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nuages 3.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nuages 4.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Nuages 6.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Dugny. Météo. R. Berthelé. Théodolite - Fonds Berth,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Dugny. RGA (réserve générale d'aviation). Station c,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Dugny. RGA (réserve générale d'aviation). Station c,,file,file,Environment Canada,
21/12/2014,21/12/2014,Category:Cloud Atlas,,category,category,Environment Canada,
21/12/2014,21/12/2014,Glossaire de la météorologie,,science,meteorology,Environment Canada,
21/12/2014,21/12/2014,Glossaire de la météorologie,,science,meteorology,Environment Canada,
21/12/2014,21/12/2014,File:Dramatismo natural (5922539403).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Clouds22.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Dreamy California Sky.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Late afternoon sunset (3947976925).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Late evening (2683342134).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Lardosbeachcloud01.JPG,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Lanin nubes.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mama Clouds.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mlf-asa-06-sa1001501.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mlf-asa-06-sa1001502.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mlf-asa-06-sa1001503.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Monastery in montenegrin royal city Cetinje.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Moln Johannes Jansson (2).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Moln Johannes Jansson (3).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Montañas al norte de Cúcuta .2.JPG,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Moody Day (4265803035).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Bord-de-nuage.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Clouds 301106.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Cloud-tree-cycle.JPG,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Clouds 01.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Clouds after cold front.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Clouds florence 11.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mount Ngauruhoe (6371802057).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Mount Rose 1 (3147011822).jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:Morning clouds7.JPG,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:My Bliss edited.jpg,,file,file,Environment Canada,
21/12/2014,21/12/2014,File:My bliss.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,Canadian Forces ranks and insignia,,military,military rank,Canadian Department of National Defence,
22/12/2014,22/12/2014,Titanfall,,media,games,Shared Services Canada,
22/12/2014,22/12/2014,Volkswagen Passat,,automobiles,car,Finance Canada,
22/12/2014,22/12/2014,Volkswagen Passat,,automobiles,car,Shared Services Canada,
22/12/2014,22/12/2014,File:Flickr - Nicholas T - Enclosure.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Matčina hora a křivoklátsko.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Set3 Fir0002 stiched cloned.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,Ottawa Rapid Transit,,politics,politics event,Shared Services Canada,
22/12/2014,22/12/2014,Aeroporto da Portela,,aviation,airport,Canadian Department of National Defence,
22/12/2014,22/12/2014,Kyle Seeback,,politics,politician,Canadian House of Commons,
22/12/2014,22/12/2014,Edmundston,,place,new brunswick canada,Natural Resources Canada,
22/12/2014,22/12/2014,Nuage,,science,theory,Environment Canada,
22/12/2014,22/12/2014,File:Altocumulus stratiformis am Morgen.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,Tony Clement,,politics,politician,Canadian House of Commons,
22/12/2014,22/12/2014,Category:Perlucidus cloud varieties,,category,category,Environment Canada,
22/12/2014,22/12/2014,File:Ac perlucidus.JPG,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Above the Clouds.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Large Stratocumulus.JPG,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Dunkle Wolkenformation 2008-06-20.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Evening.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Flickr - ronsaunders47 - Is it a kangaroo or is it,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Glen Strathfarrar - Flickr - Graham Grinner Lewis.j,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Jytimtraffic - 10.jpeg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Jytimtraffic - 10.jpeg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:海中暴雨.JPG,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Cielo Nublado.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:CLOUDS-12.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Clouds-dusk-thunderstorm-near.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Slovakia-Trencin stormy day.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Panorama Schlossmauer 2.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Panorama Schlossmauer 1.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Bodental Schoschelz 2008 0824.JPG,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Chiro pipo 090.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:WinterbergI.jpg,,file,file,Environment Canada,
22/12/2014,22/12/2014,File:Einzelbild Sonnenuntergang.jpg,,file,file,Environment Canada,
23/12/2014,23/12/2014,British Pacific Fleet,,military,military unit,Canadian Department of National Defence,
